,Manufacturer,Model Name,Category,Screen Size,Screen,CPU,RAM,Storage,GPU,Operating System,Operating System Version,Weight,Price,Pixel,full_hd,ips panel,touchscreen,4k ultra hd,quad hd+,retina display,CPU-a,CPU-b,SSD,HDD,Flash_storage,Hybrid_storage,GPU-a,GPU-b,MX_GPU,Gr_AMDc,Gr_AMDr,GTX_card
88,Asus,FX503VM-E4007T,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows,10,2.2,36720.8478,1920x1080,1,1,0,0,0,0,Intel Core i7,2.8,128,1024,0,0,Nvidia GeForce,1060,0,0,0,1060
89,Dell,XPS 13,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,256GB SSD,Intel UHD Graphics 620,Windows,10,1.21,41789.2878,1920x1080,1,1,0,0,0,0,Intel Core i7,1.8,256,0,0,0,Intel UHD Graphics,620,0,620,0,0
90,Asus,FX550IK-DM018T,Gaming,15.6,Full HD 1920x1080,AMD FX 9830P 3GHz,8,1TB HDD,AMD Radeon RX 560,Windows,10,2.45,17714.1978,1920x1080,1,0,0,0,0,0,AMD FX 9,3.0,0,1024,0,0,AMD Radeon,560,0,0,560,0
91,Acer,Aspire 5,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,1TB HDD,Nvidia GeForce MX150,Windows,10,2.2,17460.7758,1920x1080,1,0,0,0,0,0,Intel Core i7,1.8,0,1024,0,0,Nvidia GeForce,MX150,150,0,0,0
92,HP,Probook 430,Notebook,13.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16,512GB SSD,Intel UHD Graphics 620,Windows,10,1.49,30334.6134,1920x1080,1,0,0,0,0,0,Intel Core i7,1.8,512,0,0,0,Intel UHD Graphics,620,0,620,0,0
93,Dell,Inspiron 7577,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,256GB SSD,Nvidia GeForce GTX 1060,Windows,10,2.65,30283.929,1920x1080,1,0,0,0,0,0,Intel Core i5,2.5,256,0,0,0,Nvidia GeForce,1060,0,0,0,1060
94,Asus,Zenbook UX430UA,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel HD Graphics 620,Windows,10,1.25,26583.9678,1920x1080,1,0,0,0,0,0,Intel Core i7,2.7,256,0,0,0,Intel HD Graphics,620,0,620,0,0
95,Acer,Spin 5,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Intel UHD Graphics 620,Windows,10,1.5,21464.8434,1920x1080,1,1,1,0,0,0,Intel Core i5,1.6,256,0,0,0,Intel UHD Graphics,620,0,620,0,0
96,Dell,Inspiron 3567,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,1TB HDD,AMD Radeon R5 M430,Linux,No_ver,2.2,15202.78578,1920x1080,1,0,0,0,0,0,Intel Core i7,2.7,0,1024,0,0,AMD Radeon,M430,0,430,0,0
97,Dell,Inspiron 3567,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,256GB SSD,AMD Radeon R5 M430,Linux,No_ver,2.2,12290.967,1920x1080,1,0,0,0,0,0,Intel Core i3,2.0,256,0,0,0,AMD Radeon,M430,0,430,0,0
98,Asus,X541UV-DM1439T,Notebook,15.6,Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,6,256GB SSD,Nvidia GeForce 920M,Windows,10,2.0,14622.4494,1920x1080,1,0,0,0,0,0,Intel Core i3,2.4,256,0,0,0,Nvidia GeForce,920M,0,0,0,0
99,HP,Omen 15-ce007nv,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,12,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows,10,2.62,31652.4078,1920x1080,1,1,0,0,0,0,Intel Core i7,2.8,128,1024,0,0,Nvidia GeForce,1050,0,0,0,1050
100,HP,15-bs017nv,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,AMD Radeon 530,Windows,10,1.91,18221.0418,1920x1080,1,0,0,0,0,0,Intel Core i7,2.7,256,0,0,0,AMD Radeon,530,0,530,0,0
101,HP,15-bw000nv,Notebook,15.6,Full HD 1920x1080,AMD E-Series E2-9000e 1.5GHz,4,500GB HDD,AMD Radeon R2,Windows,10,2.1,8844.4278,1920x1080,1,0,0,0,0,0,AMD E-Series,1.5,0,500,0,0,AMD Radeon,R2,0,0,0,0
102,Dell,Inspiron 3576,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,1TB HDD,AMD Radeon 520,Linux,No_ver,2.2,16396.4034,1920x1080,1,0,0,0,0,0,Intel Core i5,1.6,0,1024,0,0,AMD Radeon,520,0,520,0,0
103,HP,Envy 13-ad009n,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Nvidia GeForce MX150,Windows,10,1.38,28357.9218,1920x1080,1,1,0,0,0,0,Intel Core i7,2.7,256,0,0,0,Nvidia GeForce,MX150,150,0,0,0
104,Microsoft,Surface Laptop,Ultrabook,13.5,Touchscreen 2256x1504,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows,10 S,1.252,33958.548,2256x1504,0,0,1,0,0,0,Intel Core i5,2.5,256,0,0,0,Intel HD Graphics,620,0,620,0,0
105,HP,Pavilion 14-BK001nv,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,6,256GB SSD,Nvidia GeForce 940MX,Windows,10,1.58,16700.5098,1920x1080,1,1,0,0,0,0,Intel Core i5,2.5,256,0,0,0,Nvidia GeForce,940MX,940,0,0,0
106,Lenovo,Ideapad 310-15ISK,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,1TB HDD,Intel HD Graphics 520,Windows,10,1.85,10514.47878,1920x1080,1,0,0,0,0,0,Intel Core i3,2.0,0,1024,0,0,Intel HD Graphics,520,0,520,0,0
107,Asus,UX430UQ-GV209R,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Nvidia GeForce 940MX,Windows,10,1.3,30233.2446,1920x1080,1,1,0,0,0,0,Intel Core i7,2.7,256,0,0,0,Nvidia GeForce,940MX,940,0,0,0
108,MSI,GP62M 7REX,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows,10,2.2,32919.5178,1920x1080,1,0,0,0,0,0,Intel Core i7,2.8,256,1024,0,0,Nvidia GeForce,1050 Ti,0,0,0,1050
109,Lenovo,Thinkpad T470,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel HD Graphics 620,Windows,10,1.58,37506.456,1920x1080,1,1,0,0,0,0,Intel Core i7,2.7,256,0,0,0,Intel HD Graphics,620,0,620,0,0
110,Asus,VivoBook S15,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce MX150,Windows,10,1.5,31981.8564,1920x1080,1,0,0,0,0,0,Intel Core i7,1.8,256,1024,0,0,Nvidia GeForce,MX150,150,0,0,0
111,Dell,XPS 13,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7560U 2.4GHz,8,256GB SSD,Intel Iris Plus Graphics 640,Windows,10,1.23,34946.8938,3200x1800,0,0,1,0,1,0,Intel Core i7,2.4,256,0,0,0,Intel Iris Plus Graphics,640,0,0,0,0
112,Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows,10,1.37,35453.7378,1920x1080,1,1,1,0,0,0,Intel Core i5,2.5,256,0,0,0,Intel HD Graphics,620,0,620,0,0
113,HP,Probook 440,Notebook,14.0,IPS Panel 1366x768,Intel Core i5 8250U 1.6GHz,4,500GB HDD,Intel UHD Graphics 620,Windows,10,1.63,18297.0684,1366x768,0,1,0,0,0,0,Intel Core i5,1.6,0,500,0,0,Intel UHD Graphics,620,0,620,0,0
114,Dell,XPS 13,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Intel UHD Graphics 620,Windows,10,1.21,41282.4438,1920x1080,1,1,0,0,0,0,Intel Core i5,1.6,256,0,0,0,Intel UHD Graphics,620,0,620,0,0
115,HP,Spectre x360,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Intel UHD Graphics 620,Windows,10,1.26,35453.484378,1920x1080,1,1,1,0,0,0,Intel Core i5,1.6,256,0,0,0,Intel UHD Graphics,620,0,620,0,0
116,HP,Probook 440,Notebook,14.0,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,512GB SSD,Intel UHD Graphics 620,Windows,10,1.63,27470.9448,1920x1080,1,0,0,0,0,0,Intel Core i7,1.8,512,0,0,0,Intel UHD Graphics,620,0,620,0,0
117,Dell,Inspiron 7570,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,256GB SSD +  1TB HDD,Nvidia GeForce 940MX,Windows,10,2.16,28645.048926,1920x1080,1,1,0,0,0,0,Intel Core i7,1.8,256,1024,0,0,Nvidia GeForce,940MX,940,0,0,0
118,Asus,X705UV-BX074T,Notebook,17.3,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,1TB HDD,Nvidia GeForce 920MX,Windows,10,2.0,14293.0008,1920x1080,1,0,0,0,0,0,Intel Core i3,2.0,0,1024,0,0,Nvidia GeForce,920MX,920,0,0,0
119,Asus,VivoBook S15,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,256GB SSD,Nvidia GeForce 940MX,Windows,10,1.7,28332.5796,1920x1080,1,0,0,0,0,0,Intel Core i7,1.8,256,0,0,0,Nvidia GeForce,940MX,940,0,0,0
120,Acer,Spin 3,Notebook,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i3 7100U 2.4GHz,6,1TB HDD,Intel HD Graphics 620,Windows,10,2.1,12138.9138,1920x1080,1,1,1,0,0,0,Intel Core i3,2.4,0,1024,0,0,Intel HD Graphics,620,0,620,0,0
121,MSI,GS63VR 7RG,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  2TB HDD,Nvidia GeForce GTX 1070,Windows,10,1.8,56804.5413,1920x1080,1,0,0,0,0,0,Intel Core i7,2.8,256,2048,0,0,Nvidia GeForce,1070,0,0,0,1070
122,Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Nvidia GeForce 940MX,No OS,No_ver,2.2,15940.2438,1920x1080,1,0,0,0,0,0,Intel Core i5,2.5,256,0,0,0,Nvidia GeForce,940MX,940,0,0,0
123,HP,Probook 470,Notebook,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16,512GB SSD,Nvidia GeForce 930MX,Windows,10,2.5,32209.9362,1920x1080,1,0,0,0,0,0,Intel Core i7,1.8,512,0,0,0,Nvidia GeForce,930MX,930,0,0,0
124,Acer,Aspire 3,Notebook,15.6,1366x768,AMD A9-Series 9420 3GHz,4,256GB SSD,AMD Radeon R5,Windows,10,2.1,11429.3322,1366x768,0,0,0,0,0,0,AMD A9-Series,3.0,256,0,0,0,AMD Radeon,R5,0,0,0,0
125,HP,250 G6,Notebook,15.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,500GB HDD,Intel HD Graphics 400,No OS,No_ver,1.86,6563.6298,1366x768,0,0,0,0,0,0,Intel Celeron Dual Core,1.6,0,500,0,0,Intel HD Graphics,400,0,400,0,0
126,HP,Probook 440,Notebook,14.0,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,1TB HDD,Intel UHD Graphics 620,Windows,10,1.63,20577.8664,1920x1080,1,0,0,0,0,0,Intel Core i5,1.6,0,1024,0,0,Intel UHD Graphics,620,0,620,0,0
127,Asus,E402WA-GA007T,Notebook,14.0,1366x768,AMD E-Series 6110 1.5GHz,4,64GB SSD,AMD Radeon R2,Windows,10 S,1.65,7044.878178000001,1366x768,0,0,0,0,0,0,AMD E-Series,1.5,64,0,0,0,AMD Radeon,R2,0,0,0,0
128,Dell,Inspiron 5770,Notebook,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16,256GB SSD +  2TB HDD,AMD Radeon 530,Windows,10,2.8,35377.7112,1920x1080,1,0,0,0,0,0,Intel Core i7,1.8,256,2048,0,0,AMD Radeon,530,0,530,0,0
129,HP,ProBook 470,Notebook,17.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Intel UHD Graphics 620,Windows,10,2.5,23517.5616,1920x1080,1,0,0,0,0,0,Intel Core i5,1.6,256,0,0,0,Intel UHD Graphics,620,0,620,0,0
130,Dell,Inspiron 5567,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,1TB HDD,AMD Radeon R7 M445,Windows,10,2.36,16193.412377999999,1366x768,0,0,0,0,0,0,Intel Core i5,2.5,0,1024,0,0,AMD Radeon,M445,0,445,0,0
131,Dell,Inspiron 3567,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,1TB HDD,AMD Radeon R5 M430,Windows,10,2.2,11378.6478,1920x1080,1,0,0,0,0,0,Intel Core i3,2.0,0,1024,0,0,AMD Radeon,M430,0,430,0,0
132,Acer,Swift 3,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,256GB SSD,Intel UHD Graphics 620,Windows,10,1.6,22402.5048,1920x1080,1,1,0,0,0,0,Intel Core i7,1.8,256,0,0,0,Intel UHD Graphics,620,0,620,0,0
133,Acer,Aspire A515-51G-37JS,Notebook,15.6,Full HD 1920x1080,Intel Core i3 7130U 2.7GHz,4,256GB SSD,Nvidia GeForce MX130,Windows,10,2.2,14495.7384,1920x1080,1,0,0,0,0,0,Intel Core i3,2.7,256,0,0,0,Nvidia GeForce,MX130,130,0,0,0
134,HP,15-BS078nr,Notebook,15.6,1366x768,Intel Core i7 7500U 2.7GHz,8,1TB HDD,Intel HD Graphics 620,Windows,10,2.05,15154.6356,1366x768,0,0,0,0,0,0,Intel Core i7,2.7,0,1024,0,0,Intel HD Graphics,620,0,620,0,0
135,HP,Probook 440,Notebook,14.0,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,256GB SSD,Intel UHD Graphics 620,Windows,10,1.63,25038.0936,1920x1080,1,0,0,0,0,0,Intel Core i7,1.8,256,0,0,0,Intel UHD Graphics,620,0,620,0,0
136,Lenovo,V110-15IAP,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,1TB HDD,Intel HD Graphics 500,No OS,No_ver,1.9,6395.357592,1366x768,0,0,0,0,0,0,Intel Celeron Dual Core,1.1,0,1024,0,0,Intel HD Graphics,500,0,500,0,0
137,Asus,FX753VD-GC086T,Gaming,17.3,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows,10,3.0,23770.9836,1920x1080,1,0,0,0,0,0,Intel Core i5,2.5,128,1024,0,0,Nvidia GeForce,1050,0,0,0,1050
138,Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,1TB HDD,Nvidia GeForce 920MX,No OS,No_ver,2.2,12645.7578,1920x1080,1,0,0,0,0,0,Intel Core i5,2.5,0,1024,0,0,Nvidia GeForce,920MX,920,0,0,0
139,HP,Envy 13-AD007nv,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,256GB SSD,Intel HD Graphics 620,Windows,10,1.32,17714.1978,1920x1080,1,1,0,0,0,0,Intel Core i5,2.5,256,0,0,0,Intel HD Graphics,620,0,620,0,0
140,Acer,Aspire 5,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i3 7130U 2.7GHz,4,1TB HDD,Nvidia GeForce MX130,Windows,10,3.0,16599.141,1920x1080,1,1,0,0,0,0,Intel Core i3,2.7,0,1024,0,0,Nvidia GeForce,MX130,130,0,0,0
141,Lenovo,ThinkPad E480,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,256GB SSD,AMD Radeon RX 550,Windows,10,1.75,28282.402044000002,1920x1080,1,1,0,0,0,0,Intel Core i5,1.6,256,0,0,0,AMD Radeon,550,0,0,550,0
142,Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD,Nvidia GeForce GTX 1050M,No OS,No_ver,2.4,22022.3718,1920x1080,1,1,0,0,0,0,Intel Core i7,2.8,256,0,0,0,Nvidia GeForce,1050M,0,0,0,0
143,Toshiba,Satellite Pro,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4,500GB HDD,Intel HD Graphics 520,Windows,10,2.1,15256.0044,1366x768,0,0,0,0,0,0,Intel Core i5,2.3,0,500,0,0,Intel HD Graphics,520,0,520,0,0
144,HP,255 G6,Notebook,15.6,1366x768,AMD A6-Series 9220 2.5GHz,4,256GB SSD,AMD Radeon R4 Graphics,Windows,10,1.86,9351.2718,1366x768,0,0,0,0,0,0,AMD A6-Series,2.5,256,0,0,0,AMD Radeon,Graphics,0,530,0,0
145,Asus,ZenBook UX430UA,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,256GB SSD,Intel UHD Graphics 620,Windows,10,1.25,27851.0778,1920x1080,1,0,0,0,0,0,Intel Core i7,1.8,256,0,0,0,Intel UHD Graphics,620,0,620,0,0
146,HP,EliteBook Folio,Ultrabook,12.5,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core M 6Y75 1.2GHz,8,512GB SSD,Intel HD Graphics 515,Windows,10,0.97,51039.1908,3840x2160,0,1,1,1,0,0,Intel Core M,1.2,512,0,0,0,Intel HD Graphics,515,0,515,0,0
147,Asus,X541NA,Notebook,15.6,Full HD 1920x1080,Intel Celeron Dual Core N3350 1.1GHz,4,1TB HDD,Intel HD Graphics 500,Windows,10,2.0,8717.7168,1920x1080,1,0,0,0,0,0,Intel Celeron Dual Core,1.1,0,1024,0,0,Intel HD Graphics,500,0,500,0,0
148,MSI,GE72MVR 7RG,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows,10,2.9,51419.3238,1920x1080,1,0,0,0,0,0,Intel Core i7,2.8,256,1024,0,0,Nvidia GeForce,1070,0,0,0,1070
149,Acer,Aspire A315-51,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4,1TB HDD,Intel HD Graphics 520,Windows,10,2.1,11327.9634,1366x768,0,0,0,0,0,0,Intel Core i3,2.0,0,1024,0,0,Intel HD Graphics,520,0,520,0,0
150,Dell,Inspiron 5577,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,512GB SSD,Nvidia GeForce GTX 1050,Windows,10,2.56,31658.996772,1920x1080,1,0,0,0,0,0,Intel Core i7,2.8,512,0,0,0,Nvidia GeForce,1050,0,0,0,1050
151,Dell,Inspiron 7567,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,1TB Hybrid,Nvidia GeForce GTX 1050,Windows,10,2.62,22782.6378,1920x1080,1,0,0,0,0,0,Intel Core i7,2.8,0,0,0,1024,Nvidia GeForce,1050,0,0,0,1050
152,Lenovo,V110-15IKB,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,128GB SSD,Intel HD Graphics 620,Windows,10,1.9,12620.4156,1366x768,0,0,0,0,0,0,Intel Core i5,2.5,128,0,0,0,Intel HD Graphics,620,0,620,0,0
153,MSI,GE73VR 7RE,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows,10,2.8,47896.758,1920x1080,1,0,0,0,0,0,Intel Core i7,2.8,256,1024,0,0,Nvidia GeForce,1060,0,0,0,1060
154,HP,EliteBook 840,Ultrabook,14.0,Full HD 1920x1080,Intel Core i5 7500U 2.7GHz,4,256GB SSD,Intel HD Graphics 620,Windows,10,1.48,27420.2604,1920x1080,1,0,0,0,0,0,Intel Core i5,2.7,256,0,0,0,Intel HD Graphics,620,0,620,0,0
155,HP,15-BS103nv,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,6,256GB SSD,AMD Radeon 520,Windows,10,1.91,15686.8218,1920x1080,1,0,0,0,0,0,Intel Core i5,1.6,256,0,0,0,AMD Radeon,520,0,520,0,0
156,Lenovo,Yoga 520-14IKB,2 in 1 Convertible,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i3 7100U 2.4GHz,4,256GB SSD,Intel HD Graphics 620,Windows,10,1.74,15940.2438,1920x1080,1,1,1,0,0,0,Intel Core i3,2.4,256,0,0,0,Intel HD Graphics,620,0,620,0,0
157,Asus,ZenBook Flip,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Intel HD Graphics 620,Windows,10,1.1,33324.993,1920x1080,1,0,1,0,0,0,Intel Core i5,1.6,256,0,0,0,Intel HD Graphics,620,0,620,0,0
158,Dell,Inspiron 5579,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8,256GB SSD,Intel UHD Graphics 620,Windows,10,1.56,26583.9678,1920x1080,1,0,1,0,0,0,Intel Core i7,1.8,256,0,0,0,Intel UHD Graphics,620,0,620,0,0
159,Toshiba,Satellite Pro,Notebook,15.6,1366x768,Intel Core i3 6006U 2.2GHz,4,500GB HDD,Intel HD Graphics 520,Windows,10,2.1,11327.9634,1366x768,0,0,0,0,0,0,Intel Core i3,2.2,0,500,0,0,Intel HD Graphics,520,0,520,0,0
160,Asus,X555BP-XX180T,Notebook,15.6,1366x768,AMD A9-Series 9420 3GHz,4,1TB HDD,AMD Radeon R5 M420,Windows,10,2.03,10212.9066,1366x768,0,0,0,0,0,0,AMD A9-Series,3.0,0,1024,0,0,AMD Radeon,M420,0,420,0,0
161,Acer,Aspire A517-51G,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4,256GB SSD,Nvidia GeForce MX150,Windows,10,3.0,20400.471,1920x1080,1,1,0,0,0,0,Intel Core i5,1.6,256,0,0,0,Nvidia GeForce,MX150,150,0,0,0
162,Dell,Inspiron 3576,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,256GB SSD,AMD Radeon 520,Windows,10,2.13,18449.1216,1920x1080,1,0,0,0,0,0,Intel Core i5,1.6,256,0,0,0,AMD Radeon,520,0,520,0,0
163,Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD,Nvidia GeForce GTX 1050 Ti,Windows,10,2.5,27344.2338,1920x1080,1,1,0,0,0,0,Intel Core i7,2.8,256,0,0,0,Nvidia GeForce,1050 Ti,0,0,0,1050
164,Acer,Aspire A315-31,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,1TB HDD,Intel HD Graphics 500,Windows,10,2.1,8819.0856,1366x768,0,0,0,0,0,0,Intel Celeron Dual Core,1.1,0,1024,0,0,Intel HD Graphics,500,0,500,0,0
165,MSI,GE63VR 7RE,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows,10,2.4,45590.6178,1920x1080,1,1,0,0,0,0,Intel Core i7,2.8,256,1024,0,0,Nvidia GeForce,1060,0,0,0,1060
166,Acer,Aspire 3,Notebook,15.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4,1TB HDD,Intel HD Graphics 505,Windows,10,2.1,9212.143122,1366x768,0,0,0,0,0,0,Intel Pentium Quad Core,1.1,0,1024,0,0,Intel HD Graphics,505,0,505,0,0
167,Dell,Inspiron 5577,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows,10,2.56,26875.149678,1920x1080,1,0,0,0,0,0,Intel Core i7,2.8,128,1024,0,0,Nvidia GeForce,1050,0,0,0,1050
168,Acer,Aspire A517-51G,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Nvidia GeForce MX150,Windows,10,3.0,21642.2388,1920x1080,1,1,0,0,0,0,Intel Core i5,1.6,256,0,0,0,Nvidia GeForce,MX150,150,0,0,0
169,HP,ProBook 430,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4,500GB HDD,Intel UHD Graphics 620,Windows,10,1.49,19108.0188,1920x1080,1,1,0,0,0,0,Intel Core i5,1.6,0,500,0,0,Intel UHD Graphics,620,0,620,0,0
170,Huawei,MateBook X,Ultrabook,13.0,IPS Panel Full HD 2160x1440,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows,10,1.05,34186.6278,2160x1440,1,1,0,0,0,0,Intel Core i5,2.5,256,0,0,0,Intel HD Graphics,620,0,620,0,0
171,HP,17-bs001nv,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,6,2TB HDD,AMD Radeon 520,Windows,10,2.71,17714.1978,1920x1080,1,1,0,0,0,0,Intel Core i5,2.5,0,2048,0,0,AMD Radeon,520,0,520,0,0
172,Lenovo,IdeaPad 320-15AST,Notebook,15.6,1366x768,AMD A6-Series 9220 2.9GHz,4,500GB HDD,AMD Radeon R4 Graphics,No OS,No_ver,2.2,7830.7398,1366x768,0,0,0,0,0,0,AMD A6-Series,2.9,0,500,0,0,AMD Radeon,Graphics,0,530,0,0
173,Toshiba,Satellite Pro,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4,500GB HDD,Intel HD Graphics 620,Windows,10,2.0,12392.3358,1366x768,0,0,0,0,0,0,Intel Core i3,2.4,0,500,0,0,Intel HD Graphics,620,0,620,0,0
174,HP,ProBook 470,Notebook,17.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Nvidia GeForce 930MX,Windows,10,2.5,23390.8506,1920x1080,1,0,0,0,0,0,Intel Core i5,1.6,256,0,0,0,Nvidia GeForce,930MX,930,0,0,0
175,Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,8,1TB HDD,Intel HD Graphics 620,Windows,10,2.3,11632.0698,1366x768,0,0,0,0,0,0,Intel Core i3,2.4,0,1024,0,0,Intel HD Graphics,620,0,620,0,0
